left_speed,right_speed,time
0.149770175738377,0.150229824261623,1760610505.7612
0.14977525614531234,0.15022474385468768,1760610505.7708547
0.1497802227915992,0.15021977720840082,1760610505.7792447
0.1497850782489401,0.1502149217510599,1760610505.7886255
0.14979042010966334,0.15020957989033668,1760610505.7957325
0.1497956274584895,0.15020437254151048,1760610505.805303
0.14980013821551907,0.15019986178448094,1760610505.8125968
0.1498051009407086,0.1501948990592914,1760610505.8225105
0.14980939984247826,0.15019060015752175,1760610505.8312817
0.14981412954529932,0.1501858704547007,1760610505.8402379
0.1498187402939771,0.1501812597060229,1760610505.847236
0.14982273436469834,0.15017726563530168,1760610505.8551235
0.14982663921254893,0.15017336078745105,1760610505.863418
